HOST_TYPE,MODEL_TYPE,FEATURE_TYPE,INCLUDE_NON_KP_GENOMES_IN_TRAINING,INCLUDE_NON_KP_GENOMES_IN_TESTING,OVERSAMPLING,ST,#SAMPLES_TEST_SET,precision0,recall0,precision1,recall1,f1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_3395,3,-1,0.0,0.6666666666666666,1.0,0.8
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_34,2,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_340,6,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_3527,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_3665,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_367,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_37,3,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_3787,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_380,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_3899,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_39,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_3947,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_416,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_418,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_42,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_437,4,0.5,1.0,-1,0.0,0.6666666666666666
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_442,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_45,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_48,2,0.5,1.0,-1,0.0,0.6666666666666666
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_490,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_512,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_514,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_54,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_540,2,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_580,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_596,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_6,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_6033,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_628,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_656,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_661,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_678,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_70,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_719,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_776,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_86,2,-1,0.0,0.5,1.0,0.6666666666666666
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_874,3,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_941,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_976,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_985,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_New_11,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_New_111,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,NO,False,kpneumoniae_New_52,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,YES,False,Exclude,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_117,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_182,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_2,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_235,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_379,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_4,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_533,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_92,2,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_93,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kaerogenes_New_120,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_11,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_141,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_199,2,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_2,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_375,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_92,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_New_122,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_New_124,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,koxytoca_New_47,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_101,3,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_104,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_105,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_11,22,0.7894736842105263,0.9375,0.6666666666666666,0.3333333333333333,0.6507936507936508
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_111,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_113,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1180,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1213,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1263,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_13,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1318,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1380,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_14,3,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1466,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_147,2,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_15,12,0.5,0.16666666666666666,0.5,0.8333333333333334,0.4375
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1528,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_16,3,1.0,0.5,0.5,1.0,0.6666666666666666
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1683,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_17,7,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285715
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1787,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_18,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_1801,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_20,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_215,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_22,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_23,3,-1,0.0,0.6666666666666666,1.0,0.8
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_2436,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_2459,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_25,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_252,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_258,46,0.8695652173913043,1.0,-1,0.0,0.9302325581395349
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_29,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_307,6,0.8333333333333334,1.0,-1,0.0,0.9090909090909091
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_323,2,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_3321,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_334,10,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_336,3,0.0,0.0,0.5,0.5,0.5
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_3395,3,-1,0.0,0.6666666666666666,1.0,0.8
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_34,2,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_340,6,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_3527,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_3665,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_367,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_37,3,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_3787,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_380,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_3899,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_39,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_3947,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_416,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_418,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_42,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_437,4,0.5,1.0,-1,0.0,0.6666666666666666
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_442,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_45,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_48,2,0.5,1.0,-1,0.0,0.6666666666666666
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_490,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_512,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_514,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_54,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_540,2,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_580,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_596,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_6,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_6033,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_628,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_656,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_661,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_678,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_70,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_719,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_776,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_86,2,-1,0.0,0.5,1.0,0.6666666666666666
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_874,3,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_941,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_976,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_985,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_New_11,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_New_111,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,NO,YES,False,kpneumoniae_New_52,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,Exclude,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_101,3,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_104,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_105,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_11,22,0.7894736842105263,0.9375,0.6666666666666666,0.3333333333333333,0.6507936507936508
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_111,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_113,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1180,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1213,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1263,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_13,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1318,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1380,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_14,3,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1466,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_147,2,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_15,12,0.5,0.16666666666666666,0.5,0.8333333333333334,0.4375
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1528,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_16,3,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1683,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_17,7,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285715
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1787,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_18,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_1801,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_20,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_215,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_22,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_23,3,-1,0.0,0.6666666666666666,1.0,0.8
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_2436,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_2459,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_25,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_252,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_258,46,0.8695652173913043,1.0,-1,0.0,0.9302325581395349
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_29,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_307,6,0.8333333333333334,1.0,-1,0.0,0.9090909090909091
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_323,2,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3321,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_334,10,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_336,3,0.0,0.0,0.5,0.5,0.5
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3395,3,-1,0.0,0.6666666666666666,1.0,0.8
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_34,2,1.0,1.0,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_340,6,1.0,0.8,0.5,1.0,0.7777777777777778
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3527,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3665,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_367,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_37,3,0.6666666666666666,1.0,-1,0.0,0.8
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3787,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_380,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3899,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_39,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3947,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_416,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_418,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_42,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_437,4,0.5,1.0,-1,0.0,0.6666666666666666
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_442,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_45,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_48,2,0.5,1.0,-1,0.0,0.6666666666666666
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_490,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_512,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_514,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_54,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_540,2,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_580,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_596,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_6,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_6033,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_628,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_656,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_661,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_678,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_70,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_719,1,-1,0.0,0.0,-1,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_776,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_86,2,-1,0.0,0.5,1.0,0.6666666666666666
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_874,3,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_941,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_976,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_985,1,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_New_11,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_New_111,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_New_52,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,Exclude,2,-1,-1,1.0,1.0,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_117,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_182,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_2,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_235,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_379,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_4,1,0.0,-1,-1,0.0,-1
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_533,1,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_92,2,1.0,1.0,-1,-1,1.0
human,hv_vs_lv,virulence++,TRAINING-ONLY,YES,False,kaerogenes_93,1,0.0,-1,-1,0.0,-1
